Date,Open,Close,High,Low,Volume_(BTC),Volume_(Currency),Weighted_Price
2016-07-14,655.51,664.92,664.99,653.5,4343.8572485,2872871.232108112,660.5398369509514
2016-07-15,664.92,669.28,669.99,663.11,4555.74964626,3036502.190440554,666.5510474910973
2016-07-16,669.28,668.65,669.63,662.01,3007.75322748,2004913.185611271,666.6961836850347
2016-07-17,668.88,684.49,684.94,668.12,4051.78619728,2741304.951869528,674.9246546825625
2016-07-18,684.49,676.29,684.66,670.0,4433.34188022,3002191.933225441,677.7885619862153
2016-07-19,676.2,674.6,676.54,666.17,3825.99090962,2572443.4268646506,673.2291517799723
2016-07-20,674.61,662.88,674.97,661.19,3831.92794122,2559662.595899774,669.231851826007
2016-07-21,662.87,669.59,669.69,662.86,4253.69485176,2835878.6399759715,666.1377820724098
2016-07-22,669.6,661.07,669.94,647.59,7722.00167576,5086200.422771411,661.0420099209999
2016-07-23,661.07,657.7,662.35,655.01,3696.99795452,2433829.654660542,658.5669999100209
2016-07-24,657.7,662.76,666.37,655.26,3785.56134907,2501473.7950334838,660.005517700868
2016-07-25,662.76,657.42,664.13,653.77,4627.1567184,3042592.672020131,657.4440184085555
2016-07-26,657.42,652.71,658.99,645.0,6764.22759984,4422975.773454453,653.6995196895069
2016-07-27,652.71,657.5,658.99,646.56,4785.2528671,3136505.973936156,655.3018570503194
2016-07-28,657.5,657.42,659.97,654.1,4132.84994409,2716461.2248601294,657.2514590663263
2016-07-29,657.42,658.4,659.0,651.0,4024.66021545,2643192.656019002,657.3586329827084
2016-07-30,658.7,638.07,658.98,636.52,3961.7802156,2586371.4874589513,655.7476478516805
2016-07-31,638.12,620.0,648.0,615.02,6495.86971624,4103273.5892323297,634.0664284117431
2016-08-01,620.0,595.25,629.34,590.0,8347.96287767,5130907.927990421,618.4276829240972
2016-08-02,595.25,545.99,610.0,483.0,21958.94089215,12291071.719021859,581.7501907959445
2016-08-03,545.99,596.51,599.95,519.3,13785.85119168,7759659.16869763,562.236311893125
2016-08-04,596.52,582.22,597.99,562.11,8546.07163653,4965805.724960217,582.0076112461319
2016-08-05,582.04,583.98,583.99,570.39,5382.20772795,3110031.439476961,578.1125034624237
2016-08-06,583.61,592.0,595.1,574.5,3955.66898675,2314041.386325049,584.0309690052708
2016-08-07,591.99,593.96,598.65,587.2,3258.90667382,1936498.6015343126,594.4260577921111
2016-08-08,593.9,591.29,595.99,589.0,4236.11101871,2510779.160450754,592.6784843243541
2016-08-09,591.3,587.89,592.53,585.38,4682.33752637,2757395.453570194,589.0491642676875
2016-08-10,587.88,596.8,601.09,583.29,9488.70198957,5614937.603474393,593.7158552601458
2016-08-11,596.93,583.93,597.5,583.93,5074.1225966599995,2997375.9313900564,591.9244097254166
2016-08-12,583.94,587.62,589.1,583.62,3789.15273854,2225803.768159565,587.5786251328958
2016-08-13,587.54,582.6,589.5,582.17,2822.49431117,1657775.0942829282,587.5731127300347
2016-08-14,582.59,572.95,584.47,565.19,4408.85984336,2529488.374816235,576.114567723007
2016-08-15,572.94,568.42,574.09,561.56,4556.34950927,2590260.0198943387,569.4744171234305
2016-08-16,568.19,578.84,581.99,566.09,4546.50246621,2618196.816494779,574.7800388524792
2016-08-17,578.85,574.67,581.21,569.67,4650.0250471,2671522.290958975,575.5843318848541
2016-08-18,574.9,574.93,576.99,573.0,3861.02311527,2220870.671022951,575.1425887803125
2016-08-19,574.8,573.64,576.99,572.38,4026.9120576,2314836.116729768,574.7754726196112
2016-08-20,573.64,581.93,583.92,573.12,3684.87158513,2136845.7191838515,579.70150161275
2016-08-21,581.93,581.26,583.99,579.34,2527.50438153,1469688.730038445,581.8394414675695
2016-08-22,581.26,585.98,586.99,579.22,4643.80223883,2711505.677178741,583.2060032570139
2016-08-23,585.99,579.8,586.77,577.47,5038.94152531,2931545.130671685,582.5431008173194
2016-08-24,579.89,576.11,581.45,575.2,3989.30054227,2308661.256341353,579.0490461774028
2016-08-25,576.15,576.15,576.99,573.12,3989.7083621,2295062.758778754,575.1444401917847
2016-08-26,576.15,576.83,579.86,575.93,3603.39912187,2083966.369598874,578.1590639706736
2016-08-27,576.81,570.93,577.11,568.95,2853.15158177,1632440.2484297531,572.9088781895
2016-08-28,570.94,575.98,577.73,570.22,3188.00278084,1829583.8261589624,573.2081637207014
2016-08-29,575.97,573.23,576.43,571.24,4549.5728991,2609307.68502815,573.7429019671945
2016-08-30,572.96,573.61,576.83,572.02,4062.94783676,2336212.4548917767,575.1416711994514
2016-08-31,573.61,572.99,573.61,569.21,4516.23869604,2583849.84080448,572.3361600421458
2016-09-01,573.26,571.01,573.26,568.12,4999.7902299,2855662.77228809,571.4212836555624
2016-09-02,571.0,575.29,577.97,570.0,4851.31828364,2787688.121980481,574.0305091436041
2016-09-03,575.29,597.85,600.99,574.85,4798.8359165,2822991.7168231853,584.4482044879097
2016-09-04,597.81,609.58,617.13,597.52,4367.27340192,2665656.5076188887,608.1909524434514
2016-09-05,609.67,606.26,609.99,601.63,3239.03168972,1965086.9638868705,607.0851963657431
2016-09-06,606.26,612.3,613.99,605.9,4441.7980988,2711605.0273007546,609.8752192701597
2016-09-07,612.3,615.81,618.53,609.21,4516.65475527,2773716.41640013,613.6183647132569
2016-09-08,615.81,626.3,631.3,613.43,5249.84747225,3285630.268028544,625.166637673264
2016-09-09,626.3,621.48,627.07,618.25,4458.37697019,2771820.0892299586,622.0058007070625
2016-09-10,621.49,624.11,626.54,621.05,2723.27019012,1698810.840555904,623.7243404930903
2016-09-11,624.13,608.43,630.11,591.8,4453.11997798,2735463.410005431,618.4567717879028
2016-09-12,608.45,608.48,608.99,603.0,4250.62260882,2579684.734168861,607.1161849444028
2016-09-13,608.42,609.0,609.99,605.16,3634.09142884,2209943.9635765855,608.1555802910625
2016-09-14,609.02,607.56,611.99,607.19,3787.12585879,2309058.289433037,609.516414733
2016-09-15,607.56,606.06,609.49,603.15,4201.81836126,2552013.4497172707,607.7709169519097
2016-09-16,606.11,607.47,608.86,604.91,4181.98603658,2538730.478371383,607.0162906920833
2016-09-17,607.49,607.65,608.99,604.0,2806.43238642,1704807.329674676,607.612259152993
2016-09-18,607.65,611.82,611.99,607.22,2990.58544751,1824016.6660777263,609.6886480679653
2016-09-19,611.82,608.72,612.46,607.4,3418.43835589,2081900.854586779,609.5568969098472
2016-09-20,608.63,599.69,609.92,592.63,5393.26105456,3269588.2505740095,607.3633718103681
2016-09-21,599.65,597.89,599.7,593.54,4181.05951207,2495799.837731261,597.5193601636597
2016-09-22,597.85,597.44,598.0,594.78,4050.20070784,2415924.917053954,596.6680403833403
2016-09-23,597.44,605.25,605.25,596.51,3672.22584187,2206542.626461611,600.3850286821181
2016-09-24,605.25,603.29,605.94,601.08,2564.22675577,1548195.3534608413,603.8729095562708
2016-09-25,603.29,602.2,605.99,599.42,2723.58980641,1639456.425494711,602.0758268386041
2016-09-26,602.19,606.02,607.99,601.04,4799.00537003,2909568.9498919854,605.9825138079722
2016-09-27,606.12,604.47,606.99,601.38,4241.02705676,2564500.5027590874,604.9276751389444
2016-09-28,604.47,604.86,605.76,603.18,3735.92772382,2258820.730497594,604.6616663911458
2016-09-29,604.87,606.69,606.89,603.56,4186.87596303,2535844.820639152,605.6957504637917
2016-09-30,606.7,611.68,613.6,605.0,5061.83123336,3073517.875216831,607.2118697845486
2016-10-01,611.67,615.22,617.19,611.64,3088.07414537,1898383.6215413518,614.62194907375
2016-10-02,615.17,614.85,615.84,608.66,3430.47880303,2100307.927282506,612.411725153368
2016-10-03,614.88,610.01,615.24,606.93,4832.5662986,2959621.418188914,613.22944574975
2016-10-04,610.01,609.79,611.86,609.01,4555.52759531,2780144.12117121,610.3539284322917
2016-10-05,609.79,612.95,614.24,609.22,4444.5834470400005,2721932.757031853,612.0863858542778
2016-10-06,612.9,612.25,613.39,610.3,3833.05870782,2347073.387976448,612.4229142421597
2016-10-07,612.26,619.42,619.42,609.89,5140.01573902,3166211.381022582,616.197137533375
2016-10-08,619.43,617.36,620.0,617.24,2626.59465823,1625661.975171602,619.0095622229167
2016-10-09,617.4,618.79,618.99,617.0,2509.27762201,1550936.4870500958,618.0863983808403
2016-10-10,618.8,619.2,619.2,615.46,4317.30071961,2666872.578075869,617.7897082015278
2016-10-11,619.2,640.12,647.03,619.2,6225.53866309,3955289.078893782,635.7891352546042
2016-10-12,640.13,639.51,642.19,631.91,4469.54382181,2851151.673974675,638.6310640210278
2016-10-13,639.69,638.07,639.85,632.0,3719.09770832,2367128.996673601,636.7079436299097
2016-10-14,637.98,639.04,639.99,624.08,4486.83406826,2850752.024107056,637.1351426189583
2016-10-15,639.04,640.99,640.99,636.0,2750.6016143,1757521.0489703463,639.2417853286875
2016-10-16,640.86,638.9,643.91,638.5,2834.80239452,1820037.9620454854,642.107475847986
2016-10-17,638.8,639.72,641.24,636.27,4034.2984957,2578445.051550105,639.3583144886389
2016-10-18,639.72,636.41,640.0,632.15,4102.68691703,2611500.748991445,637.1029605539028
2016-10-19,636.47,627.92,636.99,625.6,4527.37553001,2852163.951362206,631.4587789598055
2016-10-20,627.95,628.98,629.99,626.01,4283.51912037,2691518.967676049,628.515337238757
2016-10-21,628.97,630.87,633.41,627.8,4085.88913892,2574953.245439142,630.0218567816459
2016-10-22,630.85,647.06,658.0,630.74,4824.96823769,3117408.646186078,643.6499638127569
2016-10-23,646.66,651.01,655.39,645.33,3105.5691489700002,2020976.5275860573,651.4469344937569
2016-10-24,650.5,654.6,655.36,645.81,3913.90081567,2542804.667573697,649.6497689446111
2016-10-25,654.66,658.76,659.53,649.0,4783.10025749,3131133.111099969,654.4835846579791
2016-10-26,658.54,689.27,690.82,654.0,6943.5632492,4665716.588406842,668.3595848443958
2016-10-27,689.77,686.99,692.41,678.0,5793.25620596,3965969.480956241,683.951148999882
2016-10-28,686.99,701.7,702.0,683.7,4964.47865935,3427493.2915689507,689.069487187618
2016-10-29,701.67,709.28,725.64,692.04,6402.59714641,4564124.104943863,710.1975956607222
2016-10-30,709.28,696.5,714.98,681.01,4120.55429601,2887248.846679504,705.5262420384305
2016-10-31,696.92,710.4,711.67,695.33,4533.49231494,3187348.9244496347,701.9896128252987
2016-11-01,710.4,727.04,737.5,707.54,6740.90727655,4895900.039755851,725.0211956819653
2016-11-02,727.22,742.3,746.16,720.0,5203.09941735,3803454.667468976,729.1393299860555
2016-11-03,742.24,703.97,745.26,672.06,10374.44752428,7343810.665063029,718.1647531265278
2016-11-04,704.0,704.71,708.33,688.85,5082.80242105,3558616.62094513,701.4219837317847
2016-11-05,704.71,716.4,716.86,701.0,2696.88565149,1905570.448219598,706.2931278942917
2016-11-06,716.4,709.57,719.83,705.06,3336.08107107,2376914.253288634,713.4417405657999
2016-11-07,709.57,707.87,711.64,701.35,4271.49204495,3020355.733711083,707.6307884044376
2016-11-08,708.07,736.65,737.86,704.16,7543.60136101,5422756.140429569,711.4267270941181
2016-11-09,736.74,717.55,747.26,714.52,9024.58761145,6600465.953925495,728.0872326140277
2016-11-10,717.88,713.91,719.4,705.84,4533.66570684,3232460.195460287,714.2163170595417
2016-11-11,713.91,715.87,717.98,712.5,2746.9411001,1965171.840587123,715.3247411810139
2016-11-12,715.89,694.41,716.09,693.39,4005.59260574,2819406.023198805,706.2932111102431
2016-11-13,694.42,705.23,705.94,685.7,3536.93966116,2468286.054977567,698.561901315368
2016-11-14,705.31,710.28,712.06,671.23,5797.20828652,4068962.5811118768,704.2680229694722
2016-11-15,709.63,712.9,716.3,707.55,3969.05921312,2824755.025797326,711.6082901921667
2016-11-16,712.72,743.46,744.43,710.76,6798.58011888,4980951.476572247,728.5987782713333
2016-11-17,743.0,739.76,750.01,728.89,3636.95435655,2698909.7374817813,741.8449173447777
2016-11-18,739.82,749.01,751.0,735.27,4833.72649682,3599955.263274853,745.1842479453194
2016-11-19,749.01,751.53,753.81,738.0,2786.02662909,2088241.7035853,749.5524668747361
2016-11-20,751.53,730.23,752.99,715.0,4282.07262813,3133606.509235595,737.3951165281875
2016-11-21,730.23,736.44,738.47,726.38,3454.93527429,2538631.373399941,734.7885246833056
2016-11-22,736.46,742.94,748.77,732.52,4227.75284118,3143992.21019,742.3865326948611
2016-11-23,742.75,741.62,746.07,734.0,3401.55740234,2519060.761215286,741.3186990938818
2016-11-24,741.5,730.15,742.0,727.0,3657.56373036,2691119.970243365,736.7295822253611
2016-11-25,730.16,738.05,739.99,730.0,3062.0366870899998,2252793.950664111,735.3068314911598
2016-11-26,738.07,730.01,739.91,726.0,2653.22727281,1944549.556863348,733.5772656497918
2016-11-27,730.01,732.72,737.95,728.01,2877.26123895,2109678.23351248,733.6218122942638
2016-11-28,732.72,731.49,734.1,729.0,3960.77371755,2895961.52414867,731.3456188769376
2016-11-29,731.48,729.94,734.68,728.2,3878.85485195,2839129.519029792,731.9800252319584
2016-11-30,729.94,745.92,746.0,729.17,3959.57728453,2933880.325160014,740.2272159845973
2016-12-01,745.95,767.99,768.0,745.13,4911.08908661,3701693.3873451524,752.5296784013542
2016-12-02,768.0,770.75,780.0,762.67,5594.47306318,4308379.042973326,769.821207359243
2016-12-03,770.69,766.56,770.73,759.0,2711.72197665,2075300.156922537,765.1766412936666
2016-12-04,766.55,754.31,769.76,753.43,3201.44570357,2448831.043276813,765.4838468295555
2016-12-05,754.2,756.34,758.13,748.6,4882.58989015,3681513.716400532,754.3837904259792
2016-12-06,756.36,757.86,761.58,754.28,4406.47836818,3341662.018242981,758.4055189991736
2016-12-07,757.85,765.6,768.9,750.26,4658.40961453,3553207.38149835,762.5570113935348
2016-12-08,765.6,768.55,772.82,762.75,4663.64630258,3590995.295020134,769.2548636781736
2016-12-09,768.55,773.76,774.99,765.97,4115.23276879,3174345.140991916,771.4232581809027
2016-12-10,773.96,768.26,776.99,765.0,3732.57038899,2884873.2426471952,773.4879516839931
2016-12-11,768.09,772.35,772.74,765.6,2577.95195493,1986045.658843676,770.1316195164028
2016-12-12,772.35,778.53,790.34,771.86,5572.53365683,4347874.30534285,778.8283603790834
2016-12-13,778.53,781.15,784.09,773.54,4619.28933367,3601088.956627758,779.7936356599236
2016-12-14,781.75,779.5,781.79,773.2,4698.98647072,3658241.0201270925,779.063487685236
2016-12-15,779.47,779.01,780.0,774.8,5746.34831393,4471958.879462031,778.3368252983541
2016-12-16,779.12,788.9,790.53,777.44,6466.62674928,5059154.7728523305,781.9867070174097
2016-12-17,788.6,791.72,791.97,787.13,3409.45787424,2693664.2667431617,790.0238067386458
2016-12-18,791.72,794.76,794.99,787.19,3090.6143029,2444345.5778905842,790.7435399585347
2016-12-19,794.76,790.23,794.99,789.0,5566.30457909,4408234.708841152,792.2980926683402
2016-12-20,790.21,809.25,809.59,788.58,6710.79869213,5335510.178577753,794.0870750455417
2016-12-21,809.25,844.42,845.28,807.81,8373.55736642,6900973.244896686,822.1013809076737
2016-12-22,844.43,906.68,912.88,840.59,10934.21423473,9521920.035268648,865.3956893904791
2016-12-23,906.75,909.57,918.5,874.23,10930.83931138,9864573.558281714,903.897640824875
2016-12-24,909.59,859.96,914.7,852.0,6040.10554407,5384297.632116639,894.4425449818195
2016-12-25,859.95,902.0,908.24,851.11,4683.43468122,4107109.78099189,877.5201862412083
2016-12-26,901.99,895.96,903.0,890.0,3142.10004942,2827129.7160031265,899.3049110176389
2016-12-27,895.69,937.61,948.99,895.0,7955.4714495,7385843.051548325,924.500300969757
2016-12-28,937.3,972.24,988.88,929.15,10284.012231659999,9909167.144385375,961.00910807475
2016-12-29,972.24,955.14,982.72,950.01,8290.28659583,8023419.47167082,970.0720479584375
2016-12-30,955.14,952.66,966.78,930.3,7625.00583052,7276697.49685999,954.1218878350347
2016-12-31,952.65,968.1,973.4,952.0,3124.00586001,3014008.140576955,963.7746316929514
2017-01-01,968.1,1009.62,1011.78,964.37,5167.83482967,5125778.596458408,986.0303263214722
2017-01-02,1009.2,1022.36,1034.39,991.69,7839.93570299,7958856.398768977,1016.8524273249931
2017-01-03,1021.86,1048.23,1054.97,1006.71,10371.87599011,10657464.41206297,1024.061322268125
2017-01-04,1048.21,1146.77,1147.0,1047.25,15998.06256276,17654894.272909094,1100.3124300440277
2017-01-05,1146.77,975.8,1175.0,880.0,20009.98381958,20361850.97066168,1029.5325705736527
2017-01-06,975.98,845.83,988.5,802.07,16864.50321413,15065350.71935253,908.1803454623472
2017-01-07,845.84,947.98,948.0,822.46,7900.41647413,7031962.081504147,889.2757231965903
2017-01-08,947.98,898.92,953.8,887.51,5451.99822634,5002737.023287629,920.5784130072847
2017-01-09,898.83,903.51,913.99,886.42,5853.85825307,5274473.654613985,901.0273263066874
2017-01-10,903.87,912.97,915.1,899.01,7704.10886665,6985050.781327468,907.5861368225417
2017-01-11,912.95,784.66,923.98,763.48,21828.37010455,17797131.499033436,825.8193038476667
2017-01-12,784.68,801.45,840.0,734.64,12840.48138617,10237495.42003531,796.5736707350902
2017-01-13,801.26,834.64,847.52,782.85,11808.53363985,9657067.511472248,818.0595312172013
2017-01-14,834.64,828.7,839.0,822.34,5775.22003308,4802254.5035559395,833.0330781811042
2017-01-15,828.7,838.99,839.0,819.0,4839.78141407,4010388.58379914,827.8165774639306
2017-01-16,838.99,866.63,869.78,826.03,5441.14014022,4567186.665969291,835.8713173884305
2017-01-17,866.63,904.7,916.7,860.36,8746.03332274,7806934.674531352,891.9393652580277
2017-01-18,904.69,894.0,908.69,850.0,7464.85213638,6586946.023415975,888.1164551719305
2017-01-19,893.1,893.65,907.0,889.47,6333.42606041,5696735.462969919,898.736752004757
2017-01-20,893.65,919.54,930.0,890.0,5154.0968046299995,4650136.846604415,899.213466519632
2017-01-21,921.13,944.55,946.25,913.02,4349.44823277,4032603.822657334,925.7542492803611
2017-01-22,944.43,924.28,946.22,902.0,5015.221678,4636226.129043261,926.2083262142431
2017-01-23,923.92,921.99,929.34,890.01,5587.7373219,5123743.607200627,920.3764783399097
2017-01-24,921.43,901.27,923.0,880.0,5836.66538864,5267493.418853184,906.0938286147292
2017-01-25,901.27,905.15,907.32,890.5,4857.81264356,4359368.025328959,897.976776194139
2017-01-26,905.54,916.42,921.95,897.29,4799.85998601,4387196.791054278,912.351472618
2017-01-27,916.42,924.46,924.47,911.0,3766.14138959,3469709.0155930705,921.3438854903958
2017-01-28,924.47,924.59,927.47,921.81,2878.28211326,2660298.495546257,924.3854024815347
2017-01-29,924.93,920.45,924.99,914.69,3073.68395028,2827378.7346041924,921.3424760667431
2017-01-30,920.45,924.94,925.0,918.26,3825.1329501,3526040.837620824,921.6682983822777
2017-01-31,924.95,972.42,979.52,924.5,7865.37271918,7543739.220148776,954.3928072579445
2017-02-01,973.09,985.95,996.99,963.84,5979.83042442,5857337.321179317,978.7842986821944
2017-02-02,985.91,1021.26,1022.0,985.07,6429.69612262,6452441.591629175,1000.0625480127986
2017-02-03,1021.36,1012.82,1024.5,994.34,6407.70184286,6492897.094699045,1014.3787571766596
2017-02-04,1012.8,1030.29,1044.12,1001.8,4844.60485772,4971613.026773141,1023.0498848266667
2017-02-05,1030.31,1019.98,1030.65,1003.02,4819.43799057,4900236.669416432,1019.6760838977084
2017-02-06,1019.96,1036.99,1036.99,1017.0,5032.64200652,5153036.781432454,1023.8834139013194
2017-02-07,1036.98,1067.01,1069.95,1034.06,6438.04218954,6775714.57856855,1051.3711879381945
2017-02-08,1067.01,1072.48,1079.0,1016.49,7310.39684898,7692493.682788966,1054.7550493881945
2017-02-09,1072.05,987.92,1078.48,925.0,17394.47545104,17231212.842049625,1009.8029243682639
2017-02-10,987.92,1013.21,1016.39,961.0,8631.21465105,8536575.975789992,987.9099459117708
2017-02-11,1013.21,1012.29,1023.89,1006.5,3602.4224984,3660563.874753507,1015.9058495292361
2017-02-12,1012.29,1018.52,1018.52,1008.0,1622.20600097,1642839.6866723879,1012.309768026875
2017-02-13,1018.73,996.94,1021.5,985.68,5990.16591427,5996263.822794141,1002.4401981185833
2017-02-14,996.91,1013.45,1018.97,992.27,5880.00073186,5940869.196993873,1010.9001956328472
2017-02-15,1013.45,1022.0,1027.66,1008.0,5961.52035757,6049437.43864704,1013.6318184328472
2017-02-16,1022.0,1044.23,1044.88,1018.64,5796.11674221,5995055.288342089,1033.3234834725695
2017-02-17,1044.24,1066.68,1067.0,1040.0,6727.679518,7103565.33004902,1053.8508849719444
2017-02-18,1067.0,1059.65,1073.8,1055.1,3852.13367095,4104912.8274895563,1065.8227179774306
2017-02-19,1059.65,1054.31,1067.78,1051.26,2976.35465765,3147063.093072819,1058.813100849375
2017-02-20,1055.04,1089.99,1095.0,1054.33,5056.36923278,5435999.659852521,1069.472705584236
2017-02-21,1089.99,1124.86,1132.95,1087.33,7746.85742703,8621661.135859387,1112.015294252153
2017-02-22,1124.91,1131.18,1140.0,1104.9,6125.24437542,6911850.8645425085,1127.0222168039584
2017-02-23,1131.17,1203.31,1221.93,1128.97,9493.14135795,11134989.754846046,1162.1001137681944
2017-02-24,1204.75,1182.5,1215.0,1103.32,11166.60645289,13142609.315569619,1185.9019133771528
2017-02-25,1182.47,1152.99,1186.0,1110.0,6661.86536003,7672231.3386458205,1163.5577809094445
2017-02-26,1153.0,1192.31,1195.52,1148.82,4112.72223448,4844344.372692428,1175.2452271721527
2017-02-27,1192.14,1196.85,1214.94,1176.0,8637.3599806,10320199.360093176,1191.7863232920834
2017-02-28,1197.39,1203.94,1204.49,1085.71,12124.122558089999,14496008.342458831,1194.780073967847
2017-03-01,1203.93,1227.7,1234.0,1191.01,9348.49259349,11407866.200415282,1217.187461811111
2017-03-02,1227.69,1268.21,1298.61,1222.0,9401.68847846,11859027.756433763,1254.534306179861
2017-03-03,1268.21,1291.82,1294.99,1255.61,8234.13195665,10541647.901034083,1282.1987556956944
2017-03-04,1291.76,1266.62,1294.48,1226.41,6429.89205058,8183353.569398843,1277.1951775860416
2017-03-05,1266.62,1279.1,1285.0,1247.11,4250.04266787,5395342.61585979,1269.5132400400694
2017-03-06,1279.07,1277.21,1288.0,1275.46,5271.44349896,6758941.827976274,1282.596731018125
2017-03-07,1277.21,1183.21,1282.25,1050.0,13521.95366746,16563145.801471153,1247.0113884076388
2017-03-08,1183.69,1153.27,1225.7,1128.0,11428.79261129,13433221.477598766,1180.9062075959027
2017-03-09,1153.27,1206.23,1214.95,1149.74,8114.48169502,9682121.870676726,1191.0756916178473
2017-03-10,1205.72,1162.19,1360.0,956.85,28484.92771527,33405275.59230688,1195.7327802975624
2017-03-11,1162.12,1192.57,1219.0,1150.0,7554.96462885,8975836.154351654,1189.1586806047223
2017-03-12,1192.58,1239.47,1245.0,1180.84,6644.39545515,8122509.569113731,1215.6150328044203
2017-03-13,1239.47,1247.93,1250.0,1206.0,9266.67946244,11473450.677797616,1240.101592085139
2017-03-14,1247.93,1246.91,1262.0,1213.55,7248.60839704,9042742.414751157,1247.6558520527778
2017-03-15,1247.32,1249.65,1277.27,1240.0,9713.67067222,12206065.748855997,1255.4786890952082
2017-03-16,1249.82,1123.63,1250.0,1088.88,16707.82401814,19744579.048410058,1204.7728793160416
2017-03-17,1123.63,1054.52,1170.0,1053.0,18427.05763733,20536430.69381046,1118.2122374215971
2017-03-18,1054.87,1000.63,1092.09,919.44,25213.78752621,25080332.95267339,1019.3496447904027
2017-03-19,1001.0,1035.36,1062.92,961.59,11564.61551273,11838397.338469528,1018.1754538434444
2017-03-20,1034.97,1064.33,1065.09,1011.02,9290.90221588,9667882.143003771,1039.139045784861
2017-03-21,1064.33,1080.23,1120.0,1059.5,13773.44248568,15092705.50058057,1092.56683813
2017-03-22,1082.2,1033.32,1098.84,985.17,12644.9201998,13020692.184861505,1041.5967028423472
2017-03-23,1033.33,1016.15,1057.41,1013.0,8094.11853618,8353258.682572486,1033.713068869028
2017-03-24,1016.1,921.97,1017.99,912.76,21019.11103595,20282780.50734093,977.7238985656597
2017-03-25,922.31,971.0,976.78,890.05,14800.26038631,13796186.272258647,934.9702550153472
2017-03-26,971.0,972.34,1005.0,943.9,9544.51283509,9338131.932993568,975.0016717027777
2017-03-27,972.17,1038.33,1045.9,966.0,10379.96272484,10595552.595835743,1012.8674942121388
2017-03-28,1038.32,1009.99,1069.39,1007.0,9512.23841495,9890053.438206743,1042.9741532046528
2017-03-29,1009.96,1044.54,1058.16,1005.77,8545.12209779,8881176.487222105,1038.848401860486
2017-03-30,1044.54,1056.5,1059.0,1022.0,8276.4059225,8611558.244163748,1040.2687039036111
2017-03-31,1056.86,1086.67,1096.89,1045.0,10352.08076555,11102616.34262538,1069.4568278975694
2017-04-01,1086.31,1086.0,1110.95,1071.45,6468.71589901,7049532.645219054,1090.4631764652083
2017-04-02,1085.99,1158.49,1159.18,1080.0,11268.935884729999,12590568.750710174,1105.0383517636806
2017-04-03,1158.48,1149.46,1168.72,1124.0,10314.1526335,11819536.686248774,1144.493517650625
2017-04-04,1148.84,1140.0,1164.14,1124.98,8568.18777301,9799023.633527024,1146.3304718234722
2017-04-05,1140.0,1153.0,1153.0,1114.9,9755.58469999,11050855.744885743,1132.6705287377083
2017-04-06,1152.3,1178.93,1206.97,1150.44,9997.61006295,11792971.660991766,1175.6128765916667
2017-04-07,1178.92,1196.93,1203.0,1175.26,7132.5892517,8500027.338570898,1191.8954841531945
2017-04-08,1196.84,1186.36,1196.89,1170.0,3853.01882874,4572643.674858552,1187.9953052458334
2017-04-09,1186.4,1218.0,1221.0,1175.8,6609.69529802,7961060.686471613,1198.6385994975
2017-04-10,1218.0,1203.37,1218.0,1201.0,5081.42266217,6150620.535035008,1211.393243770625
2017-04-11,1203.37,1226.1,1234.0,1200.0,5474.42854557,6678136.642861617,1217.7208285070833
2017-04-12,1226.08,1213.24,1226.85,1209.61,6846.41411838,8333160.445654001,1217.7270837975
2017-04-13,1213.18,1182.92,1216.82,1148.98,9365.21840933,11036038.781106548,1183.1898263963194
2017-04-14,1182.93,1180.09,1196.92,1169.91,5697.92838508,6730692.513635632,1181.5984506143054
2017-04-15,1180.09,1186.7,1190.99,0.06,3582.48221715,4207105.364048098,1181.384350640118
2017-04-16,1187.78,1177.98,1189.93,1171.7,3248.33867327,3832788.1043717396,1181.4105466425
